No,Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
2138,37833,0,48172,15,500,1,3551
2139,48256,0,9690,2,0,0,3979
2140,99704,2704,15750,12,0,0,4106
2141,394999,0,4150,5,150,3,3599
2142,82497,0,0,0,0,0,3565
2143,15326,7663,0,0,0,0,4140
2144,32619,0,1070,7,0,0,3846
2145,57017,0,2495,11,0,0,3854
2146,252741,0,29296,19,635,3,4189
2147,49375,0,23628,14,0,0,3797
2148,25341,0,38,4,0,0,3995
2149,45150,0,18907,13,0,0,4141
2150,187462,0,10500,5,500,4,3953
2151,19132,0,9124,17,0,0,3915
2152,196967,0,38490,37,9550,20,4008
2153,13040,0,500,1,0,0,3972
2154,184301,0,6454,13,3954,12,4010
2155,36294,0,0,0,0,0,3956
2156,89840,0,7048,14,0,0,3819
2157,6914,0,1500,1,0,0,3915
2158,28493,0,21845,22,300,1,3932
2159,111793,0,500,1,0,0,4057
2160,18700,0,870,2,0,0,3995
2161,53957,0,7000,4,500,1,4133
2162,135770,0,4700,5,200,3,4215
2163,189784,0,35464,18,2197,4,4190
2164,60076,0,45582,9,0,0,3935
2165,3522,0,3522,4,0,0,3916
2166,36736,0,0,0,0,0,4134
2167,100634,0,69669,28,1540,12,4193
2168,88918,0,5537,14,0,0,4180
2169,245045,0,25039,16,500,1,4173
2170,37948,0,19213,43,0,0,3914
2171,81552,0,7703,8,0,0,3855
2172,118067,0,8715,12,0,0,3718
2173,268314,0,29968,14,500,1,3869
2174,135488,0,57787,16,0,0,4117
2175,68243,0,10012,22,903,3,3888
2176,56693,3953,20454,11,0,0,3893
2177,194875,0,7550,6,1050,3,3831
2178,206155,0,28447,17,0,0,3848
2179,35425,0,4125,19,0,0,3834
2180,161579,0,7688,21,5688,20,3811
2181,11314,1000,741,4,0,0,3845
2182,119531,0,60503,43,250,1,4002
2183,48433,0,4300,5,800,3,3673
2184,10872,0,4500,27,0,0,3882
2185,109268,0,7401,17,750,1,4034
2186,105160,0,20458,21,0,0,3732
2187,90919,0,44430,17,0,0,3739
2188,50230,0,4149,9,800,4,3727
2189,74538,0,18835,21,0,0,2726
2190,4606,0,4320,6,0,0,3501
2191,61617,0,23495,13,0,0,3972
2192,15275,0,75,2,0,0,2761
2193,112891,0,500,1,500,1,3909
2194,41176,0,7624,7,2624,4,3729
2195,81251,0,19500,6,0,0,3958
2196,18142,0,220,4,0,0,3638
2197,16200,0,40455,17,0,0,3840
2198,8913,0,2050,10,50,1,3630
2199,14372,0,9042,13,0,0,3557
2200,77965,0,41126,33,2683,7,3120
2201,12271,500,7684,15,1000,2,4219
2202,49874,0,39976,13,0,0,4293
2203,35445,0,3379,9,0,0,4198
2204,91755,0,5026,8,751,3,2676
2205,33753,0,14961,14,500,1,3335
2206,53750,0,23135,14,0,0,3736
2207,110132,0,19000,5,0,0,3271
2208,12221,0,511,4,0,0,3692
2209,65519,0,0,0,0,0,4150
2210,47291,0,1350,4,350,3,2336
2211,124564,0,11026,13,0,0,3840
2212,24111,0,9374,16,0,0,3802
2213,35801,0,3337,13,0,0,3743
2214,150972,0,2700,3,700,2,3645
2215,292023,0,14125,12,3250,7,3683
2216,47090,0,0,0,0,0,3726
2217,1300,0,454,11,0,0,3691
2218,109103,2370,19600,27,7600,24,3739
2219,101057,0,13650,11,2150,9,3600
2220,20900,0,1000,1,0,0,3685
2221,46607,0,0,0,0,0,3727
2222,33017,0,1069,7,250,1,3814
2223,30729,0,16456,15,0,0,3795
2224,35546,0,3376,10,0,0,3739
2225,7845,0,265,3,0,0,3508
2226,25788,0,4650,13,4650,13,3687
2227,13543,0,1443,7,423,2,3811
2228,16618,0,897,5,0,0,3620
2229,11548,0,1634,7,0,0,3837
2230,22181,0,6245,15,0,0,3656
2231,222312,0,29039,17,0,0,3721
2232,25080,0,2060,12,0,0,3795
2233,17964,0,5030,23,0,0,3783
2234,155385,0,15267,12,0,0,3624
2235,3977,0,0,0,0,0,3593
2236,14620,0,0,0,0,0,2833
2237,46882,0,0,0,0,0,3701
2238,3350,0,65,3,0,0,3540
2239,3049,0,0,0,0,0,3613
2240,32377,0,250,2,250,2,3515
2241,9396,0,860,5,350,2,3588
2242,102669,0,6760,14,306,2,3265
2243,26745,0,17547,9,0,0,3664
2244,120576,0,36635,14,0,0,3823
2245,7658,0,300,1,0,0,3231
2246,11136,0,100,1,0,0,3571
2247,168778,0,57060,20,500,1,3326
2248,124979,0,14267,14,0,0,3720
2249,35659,0,1102,9,0,0,3533
2250,55996,867,12165,14,0,0,3582
2251,65904,0,47224,35,5350,18,3655
2252,125679,0,68151,27,650,1,3683
2253,235312,0,56685,16,0,0,3476
2254,64414,0,1952,12,0,0,2395
2255,34204,0,16862,9,1700,5,3596
2256,22384,0,0,0,0,0,3676
2257,13381,0,1150,2,150,1,3312
2258,10959,0,500,1,0,0,3469
2259,28607,0,5943,5,0,0,2895
2260,30686,0,6161,2,0,0,3596
2261,8260,0,700,2,0,0,3673
2262,61584,0,27937,14,0,0,3783
2263,141594,0,30565,16,0,0,3776
2264,114549,0,5000,4,1000,2,3760
2265,64153,0,23563,19,0,0,3575
2266,10000,0,790,3,0,0,3564
2267,21839,0,853,3,119,1,3638
2268,182704,5513,5850,12,3100,10,3820
2269,92551,0,13755,13,500,1,3895
2270,49353,0,34656,14,0,0,3540
2271,21843,0,1411,9,0,0,3177
2272,34072,0,500,1,0,0,3879
2273,72962,0,28055,16,0,0,3869
2274,99502,0,19678,28,600,2,4182
2275,13250,0,17778,14,0,0,3861
2276,98232,0,56687,14,500,1,3867
2277,98895,0,89709,17,500,1,3854
2278,119340,1000,400,5,400,5,3855
2279,30171,0,15370,13,0,0,3853
2280,105957,0,4881,12,0,0,3859
2281,22548,0,3225,9,0,0,3852
2282,89761,0,11965,13,0,0,3845
2283,65263,0,22500,4,0,0,3844
2284,128456,0,70125,28,0,0,3764
2285,35203,0,1800,16,1800,16,3832
2286,62023,0,750,4,550,1,3819
2287,44197,0,2500,1,0,0,3831
2288,104245,0,45589,14,0,0,3810
2289,252520,0,43392,17,500,1,3818
2290,85496,0,2799,7,2711,6,3820
2291,49874,0,7200,9,1700,4,3817
2292,109649,0,22136,13,0,0,3812
2293,34379,0,13051,20,150,1,3805
2294,56688,0,3550,10,1050,9,3812
2295,48970,0,30872,14,0,0,3817
2296,70789,0,76661,29,150,1,3810
2297,24277,0,5330,5,0,0,3796
2298,20308,0,19526,13,0,0,3797
2299,111041,0,10252,12,0,0,3875
2300,27904,0,6622,17,0,0,3793
2301,128620,0,7747,12,0,0,3789
2302,65340,2454,33795,11,500,1,3775
2303,27135,0,4908,11,0,0,3783
2304,32898,0,1000,1,0,0,3777
2305,196922,0,40170,18,0,0,3755
2306,196175,0,33886,13,0,0,3775
2307,11457,0,705,3,0,0,3767
2308,175344,0,40152,19,0,0,3770
2309,5154,0,54657,28,0,0,3769
2310,13232,0,8668,16,0,0,3753
2311,88232,0,11550,5,550,3,3729
2312,75526,0,46421,14,0,0,3712
2313,53935,0,0,0,0,0,3743
2314,18402,0,0,0,0,0,3746
2315,24784,0,100,1,0,0,3729
2316,62903,0,16434,13,0,0,3732
2317,80272,0,34744,14,550,2,3728
2318,10458,0,10458,12,0,0,3726
2319,188184,0,32170,13,0,0,3707
2320,83524,0,43152,18,0,0,3694
2321,10794,0,0,0,0,0,3712
2322,49807,0,6393,20,0,0,3718
2323,18266,0,12254,15,0,0,3713
2324,87851,0,28969,17,0,0,4026
2325,32991,0,1230,6,0,0,3693
2326,28677,0,215,3,0,0,3699
2327,103809,0,16776,14,0,0,3699
2328,417,0,3000,1,0,0,3670
2329,8859,0,11998,13,0,0,3690
2330,26896,0,5364,15,0,0,3685
2331,16986,0,0,0,0,0,3676
2332,25530,0,25131,17,0,0,3677
2333,77067,0,40129,15,0,0,3671
2334,6350,0,0,0,0,0,3657
2335,76118,0,79154,41,1992,2,3621
2336,40420,0,8649,14,0,0,3651
2337,30178,0,14422,15,0,0,3656
2338,15088,0,0,0,0,0,3650
2339,138020,0,16449,17,500,1,3637
2340,27310,0,15537,16,500,1,3623
2341,109131,0,17481,17,150,1,3622
2342,35356,0,18520,15,300,1,3637
2343,33466,0,355,3,0,0,3592
2344,350608,0,50988,26,2643,5,3630
2345,42107,888,3600,4,1000,2,3607
2346,74796,0,19710,15,400,1,3616
2347,26129,0,20265,17,0,0,3629
2348,30893,0,0,0,0,0,3623
2349,9445,0,1000,2,1000,2,3613
2350,52965,0,500,1,0,0,3606
2351,19516,0,17696,16,0,0,3593
2352,106378,0,56007,14,0,0,3607
2353,22201,0,51278,16,350,1,3602
2354,73378,0,13607,14,0,0,3599
2355,50193,0,12263,3,0,0,3596
2356,165144,0,24156,14,0,0,3581
2357,53556,0,0,0,0,0,3575
2358,18387,0,40560,19,800,2,3588
2359,28577,0,48564,14,0,0,3586
2360,55417,0,37127,31,0,0,3575
2361,142244,0,12325,13,0,0,3578
2362,23139,0,8156,14,0,0,3578
2363,146232,0,83783,19,375,1,3566
2364,35323,0,1875,8,0,0,3553
2365,108081,0,217006,24,0,0,3567
2366,1021,0,100,1,0,0,3553
2367,120345,0,38323,17,650,2,3544
2368,11593,0,9055,16,0,0,3558
2369,68180,0,2044,9,0,0,3550
2370,26605,0,3704,11,0,0,3543
2371,17920,0,3250,18,0,0,3546
2372,85156,0,133,5,0,0,3550
2373,9005,0,520,1,0,0,3531
2374,55404,0,10613,15,500,1,3531
2375,42584,0,841,6,0,0,3526
2376,92843,0,27650,29,9150,26,3530
2377,51082,0,40878,13,0,0,3524
2378,18727,0,0,0,0,0,3524
2379,212029,0,43162,19,0,0,3518
2380,48806,0,12600,10,2500,8,3502
2381,15610,0,0,0,0,0,3508
2382,46876,0,9680,7,0,0,3498
2383,14075,0,4286,15,0,0,3513
2384,59895,0,10500,4,0,0,3497
2385,25936,0,0,0,0,0,3495
2386,134318,0,333,3,258,1,3488
2387,32807,0,17259,4,0,0,3482
2388,38591,0,11039,18,0,0,3488
2389,48958,0,24430,5,0,0,3483
2390,10710,0,1000,1,0,0,3460
2391,60349,0,10350,18,0,0,3468
2392,9453,0,2585,5,0,0,3463
2393,60867,0,41345,18,0,0,3454
2394,27590,0,100,1,0,0,3455
2395,100069,0,18745,13,0,0,3454
2396,27820,0,3005,11,0,0,3454
2397,20503,0,520,3,0,0,3445
2398,137371,0,4977,6,1977,4,3447
2399,12950,0,12798,18,195,1,3432
2400,25207,957,6883,13,0,0,3440
2401,17088,0,0,0,0,0,3510
2402,24100,0,26674,23,2300,7,3421
2403,101632,0,48658,14,0,0,3432
2404,233449,0,21274,18,0,0,3419
2405,45257,0,3625,7,0,0,3417
2406,626,0,626,1,0,0,3393
2407,18272,0,2920,5,0,0,3405
2408,10756,0,1375,4,0,0,3104
2409,161281,0,6321,8,175,1,3399
2410,75680,0,23159,14,0,0,3397
2411,59839,0,26962,18,0,0,3404
2412,201259,0,40755,34,0,0,3398
2413,101772,0,26480,17,1000,2,3396
2414,190674,4704,104159,33,4754,15,3396
2415,1452,0,2375,5,0,0,3396
2416,30902,0,4175,12,50,1,3384
2417,65458,1000,28356,24,1100,3,3382
2418,114067,0,42569,23,0,0,3336
2419,93371,0,55338,20,0,0,3382
2420,20207,0,3033,12,0,0,3370
2421,41040,0,66292,14,200,2,3372
2422,41062,0,8275,11,0,0,3356
2423,208825,0,42007,23,0,0,3369
2424,81087,0,18971,12,0,0,3362
2425,14336,0,0,0,0,0,3349
2426,29929,0,18032,17,150,1,3344
2427,121390,0,8500,4,0,0,3342
2428,23226,0,2236,2,0,0,3343
2429,451294,0,45907,22,500,1,3347
2430,68012,0,247,3,0,0,3342
2431,23589,0,0,0,0,0,3336
2432,35033,0,1000,1,0,0,2913
2433,19860,0,1500,5,0,0,3281
2434,49588,0,4960,14,100,1,3299
2435,111442,0,30368,19,0,0,3392
2436,87402,0,41685,21,0,0,3306
2437,21875,7558,12398,15,0,0,3299
2438,71459,0,36608,28,1020,3,3312
2439,34049,0,2030,8,0,0,3306
2440,39759,0,100,1,100,1,3278
2441,64138,0,22089,19,0,0,3257
2442,83811,0,25936,15,500,1,3281
2443,51864,0,6795,13,0,0,3279
2444,168886,0,66859,21,200,1,3285
2445,51730,0,2875,16,0,0,3264
2446,118141,0,46521,11,0,0,3259
2447,76060,0,33424,30,0,0,3263
2448,25316,0,0,0,0,0,3258
2449,16859,0,64109,45,4822,9,3266
2450,42236,0,8639,10,8389,9,3259
2451,3446,0,0,0,0,0,3245
2452,26119,0,3189,6,0,0,3257
2453,136732,0,87549,20,0,0,3252
2454,14554,0,0,0,0,0,3237
2455,165203,0,36666,20,0,0,3239
2456,76513,0,45265,16,0,0,3235
2457,137076,0,61276,24,1600,4,3225
2458,11952,0,0,0,0,0,3244
2459,44742,0,2500,1,0,0,3217
2460,94022,0,2585,14,0,0,3222
2461,29287,0,0,0,0,0,3216
2462,199273,0,58457,14,0,0,3217
2463,114868,0,45996,22,0,0,3204
2464,37335,0,19507,17,0,0,3202
2465,45522,0,10728,13,0,0,3197
2466,66524,0,34682,23,0,0,3188
2467,38411,0,500,1,500,1,3190
2468,38137,0,11050,3,50,1,3182
2469,22077,0,1385,4,0,0,3187
2470,65784,0,10953,50,0,0,3169
2471,95916,0,11845,11,0,0,3182
2472,122164,0,9944,16,0,0,3182
2473,307149,2562,58008,19,650,2,3173
2474,200089,4727,75019,21,300,2,3166
2475,161453,0,38956,44,0,0,3158
2476,135568,0,40051,21,0,0,3166
2477,98339,0,16336,13,0,0,3145
2478,26103,0,13692,18,0,0,3151
2479,11133,0,0,0,0,0,3147
2480,7011,0,19791,16,0,0,3152
2481,177232,0,14787,13,0,0,3137
2482,29298,0,24656,13,0,0,3141
2483,35304,0,30532,13,0,0,3131
2484,14952,0,250,1,250,1,3099
2485,163315,0,8035,29,0,0,3120
2486,23649,0,3250,16,0,0,3176
2487,4460,0,4741,14,1816,1,3113
2488,169794,0,22824,19,767,2,3119
2489,23781,0,50,1,50,1,3085
2490,704113,0,98119,23,0,0,3082
2491,34942,0,19016,13,0,0,3089
2492,5970,0,1000,1,0,0,3091
2493,192246,0,3170,5,500,1,3083
2494,34103,0,34630,16,0,0,3115
2495,142152,0,19464,13,0,0,3088
2496,12713,0,0,0,0,0,3077
2497,28848,0,0,0,0,0,3069
2498,10940,0,0,0,0,0,3062
2499,24372,0,255,1,255,1,3064
2500,29005,0,90,3,0,0,3060
2501,215155,0,57130,15,0,0,3069
2502,30062,5368,7373,10,4373,8,3057
2503,13117,0,1972,3,0,0,3027
2504,86341,0,20991,16,0,0,3053
2505,142810,0,8000,4,0,0,3049
2506,8399,0,21136,13,0,0,3052
2507,120622,0,25675,14,500,1,3040
2508,86150,0,7600,34,100,1,3011
2509,14079,0,6503,16,0,0,2999
2510,10036,0,13959,16,0,0,3030
2511,80737,0,2845,5,150,1,3028
2512,25435,0,7147,32,0,0,3027
2513,241165,0,1700,3,200,2,3000
2514,85826,0,33678,29,0,0,3026
2515,654,0,14967,10,0,0,3022
2516,11525,0,0,0,0,0,3008
2517,40204,0,850,3,350,2,3006
2518,22963,0,0,0,0,0,2998
2519,47165,0,4545,4,0,0,2992
2520,103240,0,44627,29,50,1,2993
2521,61737,0,6789,12,0,0,2921
2522,25766,0,2548,16,100,2,2973
2523,147090,0,35511,31,1800,16,2927
2524,79333,0,1500,3,1500,3,2977
2525,4923,0,305,2,0,0,2985
2526,56687,0,48989,28,0,0,2973
2527,326704,0,37408,19,0,0,2962
2528,45149,0,21292,10,0,0,2949
2529,57477,0,2607,4,0,0,3038
2530,48265,0,1000,1,0,0,2951
2531,34249,0,4100,12,0,0,2951
2532,210491,0,48287,18,0,0,2958
2533,25671,0,10513,12,0,0,2945
2534,191583,0,25675,18,0,0,2950
2535,90332,0,12845,25,0,0,2927
2536,53532,0,30808,18,0,0,2927
2537,71507,0,3750,6,0,0,2934
2538,35196,0,0,0,0,0,2922
2539,30034,0,15816,6,0,0,2908
2540,47787,0,47223,21,450,1,2921
2541,46967,0,2000,9,0,0,2888
2542,103615,0,13668,15,1300,11,2896
2543,5110,0,0,0,0,0,2901
2544,128927,0,61165,14,0,0,2882
2545,5000,0,5000,1,0,0,2893
2546,126701,0,20636,15,0,0,2878
2547,34855,0,230,3,0,0,2882
2548,34464,0,5312,5,0,0,2886
2549,86638,0,45861,13,0,0,2867
2550,140398,0,118013,26,1100,4,2972
2551,65812,0,185,2,0,0,2854
2552,34177,1754,7072,16,350,1,2867
2553,58195,0,24808,13,0,0,2838
2554,34781,0,11270,12,0,0,2859
2555,22457,0,17579,15,0,0,2858
2556,19996,0,500,1,0,0,3217
2557,26256,0,2000,9,0,0,2847
2558,42966,0,7734,6,0,0,2840
2559,3129,0,0,0,0,0,2840
2560,138008,5368,34178,14,200,1,2962
2561,9611,0,2250,3,0,0,2845
2562,40702,0,39897,14,0,0,2826
2563,105579,0,16332,12,0,0,2830
2564,46654,0,3215,6,0,0,2830
2565,518960,0,15700,8,200,1,2819
2566,39715,0,17388,12,0,0,2826
2567,199,0,0,0,0,0,2822
2568,6345,0,7719,18,0,0,2805
2569,72598,0,6090,8,1100,1,2804
2570,59805,0,2900,7,1700,5,2802
2571,10307,0,0,0,0,0,2808
2572,37997,0,11073,5,0,0,2805
2573,102083,0,12978,14,150,2,2780
2574,104632,0,26700,10,1200,7,2791
2575,18260,0,500,1,0,0,2780
2576,28484,0,350,3,0,0,2782
2577,29105,0,5000,1,0,0,2774
2578,49560,0,0,0,0,0,2770
2579,29346,0,150,1,150,1,2773
2580,75288,0,36866,20,0,0,2774
2581,42366,0,6293,9,0,0,2770
2582,151336,651,11400,6,1000,4,2742
2583,48363,0,790,3,0,0,2766
2584,11529,0,15738,15,0,0,2768
2585,61956,0,17500,2,0,0,2755
2586,15378,0,25236,9,736,3,2741
2587,85346,0,2835,3,0,0,2748
2588,215946,0,2125,10,0,0,2740
2589,66539,0,27894,17,0,0,2741
2590,97131,0,33324,19,1500,3,2727
2591,14513,0,0,0,0,0,2731
2592,211773,0,23256,30,0,0,2675
2593,45742,0,7625,23,250,1,2712
2594,39862,0,14152,18,350,2,2727
2595,75132,0,53001,23,400,3,2720
2596,91296,0,19057,16,0,0,2712
2597,117290,0,1754,8,0,0,2717
2598,75556,0,2790,6,0,0,2712
2599,5103,0,5103,2,0,0,2697
2600,10747,0,990,4,500,1,2697
2601,31789,0,10220,17,0,0,2699
2602,59515,0,3170,5,0,0,2705
2603,86913,0,23705,6,0,0,2691
2604,49129,0,16921,18,500,1,2692
2605,135408,0,62224,15,607,1,2697
2606,41152,10074,3250,19,0,0,2669
2607,145750,0,10986,12,0,0,2531
2608,7041,0,1747,12,0,0,2718
2609,273442,0,54625,35,2850,7,2676
2610,44514,0,3577,13,0,0,2657
2611,96490,0,2000,1,0,0,2665
2612,45050,2900,4875,10,500,1,2669
2613,91048,0,51580,20,100,1,2669
2614,20352,0,1900,5,500,1,2658
2615,34294,0,17683,14,0,0,2661
2616,59696,2586,63827,22,500,1,2654
2617,106155,0,0,0,0,0,2657
2618,29244,0,6252,13,0,0,2650
2619,27592,0,335,3,0,0,2633
2620,16128,0,475,3,0,0,2643
2621,51353,0,8114,16,2004,10,2637
2622,235422,0,30208,14,0,0,2629
2623,7456,0,0,0,0,0,2635
2624,33604,0,13619,16,0,0,2633
2625,24803,0,0,0,0,0,2623
2626,58411,0,2500,1,0,0,2619
2627,3273,0,500,1,0,0,2749
2628,28480,0,2644,6,0,0,2628
2629,46706,0,3344,16,0,0,2609
2630,102230,0,3406,5,500,1,2620
2631,12096,0,50,1,50,1,2607
2632,118487,0,3388,14,0,0,2592
2633,20518,0,5580,10,0,0,2600
2634,6280,0,1220,6,200,2,2578
2635,11700,0,0,0,0,0,2585
2636,391,0,9000,1,0,0,2581
2637,78305,733,130,3,0,0,2580
2638,145214,1692,3500,4,500,1,2560
2639,137760,0,64949,13,0,0,2580
2640,88563,0,42410,27,0,0,2567
2641,25748,0,0,0,0,0,2566
2642,27102,0,27102,9,0,0,2563
2643,25824,0,17760,20,750,2,2559
2644,23054,0,400,3,300,2,2553
2645,29150,0,13952,14,0,0,2544
2646,37529,0,25706,14,0,0,2558
2647,7515,0,13681,18,0,0,2552
2648,194576,0,41315,16,550,1,2539
2649,24265,0,1854,12,0,0,2550
2650,16773,0,140,2,0,0,2525
2651,5432,0,1000,2,1000,2,2535
2652,110480,0,44191,22,500,1,2539
2653,86273,0,35304,15,500,1,2523
2654,20674,0,16876,22,0,0,2528
2655,8335,0,3750,16,0,0,2522
2656,40893,0,1130,3,0,0,2518
2657,644881,2600,14350,28,10850,26,2511
2658,61081,0,37682,21,2000,4,2509
2659,27438,0,2528,6,2528,6,2490
2660,14748,0,2210,7,0,0,2497
2661,49514,0,4500,22,0,0,2569
2662,7457,0,17131,5,0,0,2496
2663,97193,0,13338,12,0,0,2502
2664,68456,0,6317,5,0,0,2488
2665,123842,0,24295,14,0,0,2500
2666,61285,0,55027,22,0,0,2412
2667,20157,0,1450,3,150,1,2455
2668,41073,0,13993,20,0,0,2493
2669,21784,0,6208,14,0,0,2483
2670,12868,0,1875,8,0,0,2483
2671,147862,0,44783,14,0,0,2426
2672,11836,0,5075,14,350,1,2479
2673,25681,1526,14941,20,2963,16,2468
2674,282784,3508,19314,17,3100,7,2460
2675,59704,0,57404,14,0,0,2440
2676,75279,0,5375,21,0,0,2459
2677,66681,0,4478,16,3504,12,2465
2678,72085,0,20310,12,150,1,2462
2679,2039,0,0,0,0,0,2451
2680,2214,0,0,0,0,0,2448
2681,16208,0,0,0,0,0,2451
2682,25829,0,1375,4,0,0,2444
2683,83217,0,3679,4,0,0,2447
2684,9520,0,12515,13,0,0,2438
2685,103215,0,16726,14,0,0,2427
2686,62629,0,36986,14,0,0,2438
2687,45603,0,5964,13,0,0,2432
2688,44792,0,9463,16,0,0,2430
2689,97535,0,0,0,0,0,2418
2690,60085,0,14714,17,0,0,2404
2691,76938,0,23503,13,0,0,2422
2692,2562,0,9075,11,1050,3,2412
2693,7685,0,500,4,0,0,2406
2694,102942,0,56780,18,0,0,2405
2695,7029,0,495,3,0,0,2565
2696,2119,0,0,0,0,0,2399
2697,207311,0,31000,37,12000,24,2395
2698,77753,0,12483,13,0,0,2377
2699,171637,0,4300,8,2800,7,2364
2700,35243,0,10046,15,1500,3,2356
2701,46186,0,9744,14,0,0,2364
2702,54810,0,19665,21,0,0,2368
2703,25637,0,445,3,0,0,2367
2704,35088,0,320,2,0,0,2362
2705,73899,0,2745,14,500,1,2362
2706,81171,0,3700,4,100,1,2348
2707,39418,0,700,3,200,2,2343
2708,62124,0,0,0,0,0,2355
2709,14134,0,2125,9,0,0,2312
2710,405499,1000,72318,46,9729,29,2329
2711,20353,0,1729,5,0,0,2298
2712,93154,0,30752,21,0,0,2333
2713,9492,0,781,6,250,1,2320
2714,18369,0,800,4,700,3,2327
2715,32824,0,1660,5,100,1,2339
2716,109416,0,73665,39,2200,5,2327
2717,28312,0,1726,13,0,0,2335
2718,78462,0,20291,14,0,0,2311
2719,32740,0,10722,4,0,0,2315
2720,57293,0,1000,1,0,0,2319
2721,174743,0,27460,12,0,0,2326
2722,59486,0,3517,4,0,0,2315
2723,211355,0,11238,12,0,0,2294
2724,56805,0,16617,17,0,0,2307
2725,278258,0,1000,1,0,0,2298
2726,18545,0,25053,22,0,0,2304
2727,5570,0,9094,26,0,0,2287
2728,44690,0,24779,15,1000,2,2297
2729,127835,0,52700,21,0,0,2301
2730,32540,0,44283,17,100,1,2297
2731,54396,629,34007,16,0,0,2283
2732,162840,0,57382,15,0,0,2277
2733,109441,0,6500,10,4000,8,2237
2734,7369,0,0,0,0,0,2277
2735,16378,0,0,0,0,0,2272
2736,39859,0,3675,8,0,0,2272
2737,44214,0,24928,13,0,0,2259
2738,73102,0,18156,20,0,0,2272
2739,3552,0,10597,17,0,0,2264
2740,71593,0,22666,17,0,0,2266
2741,74072,0,50272,39,0,0,2264
2742,42970,0,7889,14,0,0,2256
2743,23385,0,18303,15,150,1,2248
2744,51176,0,40397,16,0,0,2243
2745,12426,0,0,0,0,0,2238
2746,10062,0,2000,9,0,0,2242
2747,34790,0,0,0,0,0,2272
2748,95759,0,9198,12,6195,8,2231
2749,51592,0,18678,9,0,0,2230
2750,23294,0,420,4,0,0,2228
2751,33398,0,14086,15,0,0,2223
2752,229576,0,9030,19,9000,18,2217
2753,60250,0,43071,12,0,0,2214
2754,81871,0,23068,20,0,0,2222
2755,259529,0,700,3,200,2,2210
2756,430,0,220,1,0,0,2196
2757,75949,0,952,4,0,0,2195
2758,44206,0,22598,14,500,1,2247
2759,125274,0,3150,4,550,2,2194
2760,104670,0,3993,12,0,0,2202
2761,282971,0,5780,16,300,3,2192
2762,28731,0,29782,11,0,0,2182
2763,16965,1651,2475,13,0,0,2182
2764,50658,1674,1600,3,500,1,2174
2765,124681,0,23392,39,2287,5,2173
2766,74352,0,17868,15,0,0,2188
2767,70308,0,41704,19,0,0,2186
2768,98722,0,18012,19,50,1,2178
2769,79020,0,3422,10,0,0,2179
2770,28335,0,400,3,0,0,2161
2771,22011,0,0,0,0,0,2167
2772,49436,0,33836,13,0,0,2167
2773,145072,0,15000,4,0,0,2152
2774,8992,0,9113,11,0,0,2145
2775,72497,0,24279,13,0,0,2161
2776,187999,0,52429,49,4550,24,2184
2777,62335,0,500,1,0,0,2147
2778,41556,0,26682,4,0,0,2131
2779,15436,0,6147,13,0,0,2138
2780,109618,0,14159,11,0,0,2138
2781,182228,0,41048,12,0,0,2139
2782,1000,0,0,0,0,0,2126
2783,36699,0,2500,13,0,0,2119
2784,135828,0,34495,28,450,2,2142
2785,39098,0,18992,14,0,0,2129
2786,20713,0,13421,12,400,1,2104
2787,18959,0,0,0,0,0,2115
2788,28010,0,150,3,0,0,2115
2789,148976,0,2650,3,650,2,2108
2790,126680,0,18248,39,4723,31,2108
2791,664,0,0,0,0,0,2108
2792,18533,0,27904,14,0,0,2102
2793,202168,0,12463,18,0,0,2098
2794,4653,2433,0,0,0,0,2094
2795,37839,0,11512,16,0,0,2084
2796,29196,0,7011,15,0,0,2082
2797,38378,0,1600,4,600,3,2091
2798,66716,0,22571,16,200,1,2082
2799,7500,0,0,0,0,0,2084
2800,47992,0,645,4,450,1,2073
2801,85823,0,0,0,0,0,2074
2802,32323,0,1250,3,0,0,2074
2803,87633,0,69237,37,4050,9,2068
2804,104523,0,4000,2,0,0,2073
2805,60856,0,17332,8,0,0,2076
2806,15526,0,2750,15,0,0,2063
2807,83781,0,35151,22,200,1,2066
2808,17681,0,500,1,0,0,2059
2809,76909,0,18405,12,0,0,2066
2810,22084,0,2773,10,0,0,2054
2811,50783,0,11595,15,0,0,2060
2812,43220,0,4985,20,100,1,2041
2813,41275,0,0,0,0,0,2035
2814,13738,0,6485,18,900,5,2042
2815,32270,0,0,0,0,0,2040
2816,22053,0,39810,27,0,0,2042
2817,32708,0,11556,13,0,0,2035
2818,7108,0,5598,8,2500,5,2026
2819,47056,0,0,0,0,0,2031
2820,112197,0,32108,16,0,0,2013
2821,106757,0,51234,13,0,0,2013
2822,105294,0,56281,26,850,5,2021
2823,180481,1249,18315,25,3100,7,2019
2824,169139,0,9500,5,0,0,2019
2825,92406,0,9402,26,750,2,1999
2826,41150,0,0,0,0,0,2000
2827,3831,0,2,4,0,0,2013
2828,48014,0,0,0,0,0,2005
2829,19078,0,200,1,200,1,1999
2830,3965,0,8228,12,0,0,2003
2831,37965,0,2250,5,0,0,1998
2832,69884,0,89360,24,450,2,1990
2833,24557,0,18957,20,0,0,1996
2834,16733,0,1000,1,0,0,1983
2835,41824,0,2100,3,0,0,1982
2836,8188,0,500,1,500,1,1985
2837,36146,0,4091,10,3091,9,1975
